"region","crop","year","yield_hg_ha","yield_t_ha","rainfall_mm","avg_temp_c","pesticide_t"
"Argentina","Maize",1990,"34608","346.08","591","17.46","26156"
"Argentina","Maize",1990,"34608","346.08","591","17.67","26156"
"Argentina","Maize",1991,"40444","404.44","591","17.64","26156"
"Argentina","Maize",1991,"40444","404.44","591","17.86","26156"
"Argentina","Maize",1992,"45237","452.37","591","17.09","26156"
"Argentina","Maize",1992,"45237","452.37","591","17.51","26156"
"Argentina","Maize",1993,"43552","435.52","591","17.32","26156"
"Argentina","Maize",1993,"43552","435.52","591","17.53","26156"
"Argentina","Maize",1994,"42371","423.71","591","18.17","30195"
"Argentina","Maize",1994,"42371","423.71","591","18.31","30195"
"Argentina","Maize",1995,"45223","452.23","591","17.74","37842"
"Argentina","Maize",1995,"45223","452.23","591","17.62","37842"
"Argentina","Maize",1996,"40397","403.97","591","17.64","54595"
"Argentina","Maize",1996,"40397","403.97","591","17.97","54595"
"Argentina","Maize",1997,"45557","455.57","591","18.29","77691"
"Argentina","Maize",1997,"45557","455.57","591","18.54","77691"
"Argentina","Maize",1998,"60780","607.8","591","17.23","62397"
"Argentina","Maize",1998,"60780","607.8","591","17.52","62397"
"Argentina","Maize",1999,"53702","537.02","591","17.15","62831.39"
"Argentina","Maize",1999,"53702","537.02","591","17.71","62831.39"
"Argentina","Maize",2000,"54329","543.29","591","16.98","63265.78"
"Argentina","Maize",2000,"54329","543.29","591","17.66","63265.78"
"Argentina","Maize",2001,"54553","545.53","591","17.71","63700.17"
"Argentina","Maize",2001,"54553","545.53","591","18.42","63700.17"
"Argentina","Maize",2002,"60791","607.91","591","17.58","64134.56"
"Argentina","Maize",2002,"60791","607.91","591","18.07","64134.56"
"Argentina","Maize",2004,"63931","639.31","591","17.67","65003.34"
"Argentina","Maize",2004,"63931","639.31","591","18.11","65003.34"
"Argentina","Maize",2005,"73587","735.87","591","17.32","65437.73"
"Argentina","Maize",2005,"73587","735.87","591","17.83","65437.73"
"Argentina","Maize",2006,"59030","590.3","591","18.1","65872.12"
"Argentina","Maize",2006,"59030","590.3","591","18.35","65872.12"
"Argentina","Maize",2007,"76655","766.55","591","16.71","81582.64"
"Argentina","Maize",2007,"76655","766.55","591","17.14","81582.64"
"Argentina","Maize",2008,"64525","645.25","591","17.71","87149.01"
"Argentina","Maize",2008,"64525","645.25","591","18.39","87149.01"
"Argentina","Maize",2009,"55760","557.6","591","18.16","61586.56"
"Argentina","Maize",2009,"55760","557.6","591","18.09","61586.56"
"Argentina","Maize",2010,"78040","780.4","591","17.33","105915.04"
"Argentina","Maize",2010,"78040","780.4","591","17.84","105915.04"
"Argentina","Maize",2011,"63503","635.03","591","17.58","100424.62"
"Argentina","Maize",2011,"63503","635.03","591","17.93","100424.62"
"Argentina","Maize",2012,"57346","573.46","591","18.18","136185.08"
"Argentina","Maize",2012,"57346","573.46","591","18.43","136185.08"
"Argentina","Maize",2013,"66037","660.37","591","16.45","171945.54"
"Argentina","Maize",2013,"66037","660.37","591","16.88","171945.54"
"Argentina","Potatoes",1990,"202747","2027.47","591","17.46","26156"
"Argentina","Potatoes",1990,"202747","2027.47","591","17.67","26156"
"Argentina","Potatoes",1991,"205692","2056.92","591","17.64","26156"
"Argentina","Potatoes",1991,"205692","2056.92","591","17.86","26156"
"Argentina","Potatoes",1992,"199039","1990.39","591","17.09","26156"
"Argentina","Potatoes",1992,"199039","1990.39","591","17.51","26156"
"Argentina","Potatoes",1993,"210314","2103.14","591","17.32","26156"
"Argentina","Potatoes",1993,"210314","2103.14","591","17.53","26156"
"Argentina","Potatoes",1994,"230166","2301.66","591","18.17","30195"
"Argentina","Potatoes",1994,"230166","2301.66","591","18.31","30195"
"Argentina","Potatoes",1995,"274272","2742.72","591","17.74","37842"
"Argentina","Potatoes",1995,"274272","2742.72","591","17.62","37842"
"Argentina","Potatoes",1996,"228877","2288.77","591","17.64","54595"
"Argentina","Potatoes",1996,"228877","2288.77","591","17.97","54595"
"Argentina","Potatoes",1997,"268502","2685.02","591","18.29","77691"
"Argentina","Potatoes",1997,"268502","2685.02","591","18.54","77691"
"Argentina","Potatoes",1998,"293744","2937.44","591","17.23","62397"
"Argentina","Potatoes",1998,"293744","2937.44","591","17.52","62397"
"Argentina","Potatoes",1999,"238938","2389.38","591","17.15","62831.39"
"Argentina","Potatoes",1999,"238938","2389.38","591","17.71","62831.39"
"Argentina","Potatoes",2000,"277566","2775.66","591","16.98","63265.78"
"Argentina","Potatoes",2000,"277566","2775.66","591","17.66","63265.78"
"Argentina","Potatoes",2001,"283768","2837.68","591","17.71","63700.17"
"Argentina","Potatoes",2001,"283768","2837.68","591","18.42","63700.17"
"Argentina","Potatoes",2002,"251347","2513.47","591","17.58","64134.56"
"Argentina","Potatoes",2002,"251347","2513.47","591","18.07","64134.56"
"Argentina","Potatoes",2004,"288717","2887.17","591","17.67","65003.34"
"Argentina","Potatoes",2004,"288717","2887.17","591","18.11","65003.34"
"Argentina","Potatoes",2005,"283917","2839.17","591","17.32","65437.73"
"Argentina","Potatoes",2005,"283917","2839.17","591","17.83","65437.73"
"Argentina","Potatoes",2006,"285828","2858.28","591","18.1","65872.12"
"Argentina","Potatoes",2006,"285828","2858.28","591","18.35","65872.12"
"Argentina","Potatoes",2007,"286765","2867.65","591","16.71","81582.64"
"Argentina","Potatoes",2007,"286765","2867.65","591","17.14","81582.64"
"Argentina","Potatoes",2008,"279412","2794.12","591","17.71","87149.01"
"Argentina","Potatoes",2008,"279412","2794.12","591","18.39","87149.01"
"Argentina","Potatoes",2009,"284439","2844.39","591","18.16","61586.56"
"Argentina","Potatoes",2009,"284439","2844.39","591","18.09","61586.56"
"Argentina","Potatoes",2010,"289849","2898.49","591","17.33","105915.04"
"Argentina","Potatoes",2010,"289849","2898.49","591","17.84","105915.04"
"Argentina","Potatoes",2011,"286657","2866.57","591","17.58","100424.62"
"Argentina","Potatoes",2011,"286657","2866.57","591","17.93","100424.62"
"Argentina","Potatoes",2012,"287821","2878.21","591","18.18","136185.08"
"Argentina","Potatoes",2012,"287821","2878.21","591","18.43","136185.08"
"Argentina","Potatoes",2013,"288984","2889.84","591","16.45","171945.54"
"Argentina","Potatoes",2013,"288984","2889.84","591","16.88","171945.54"
"Argentina","Rice, paddy",1990,"36709","367.09","591","17.46","26156"
"Argentina","Rice, paddy",1990,"36709","367.09","591","17.67","26156"
"Argentina","Rice, paddy",1991,"40294","402.94","591","17.64","26156"
"Argentina","Rice, paddy",1991,"40294","402.94","591","17.86","26156"
"Argentina","Rice, paddy",1992,"52075","520.75","591","17.09","26156"
"Argentina","Rice, paddy",1992,"52075","520.75","591","17.51","26156"
"Argentina","Rice, paddy",1993,"43559","435.59","591","17.32","26156"
"Argentina","Rice, paddy",1993,"43559","435.59","591","17.53","26156"
"Argentina","Rice, paddy",1994,"42989","429.89","591","18.17","30195"
"Argentina","Rice, paddy",1994,"42989","429.89","591","18.31","30195"
"Argentina","Rice, paddy",1995,"50306","503.06","591","17.74","37842"
"Argentina","Rice, paddy",1995,"50306","503.06","591","17.62","37842"
"Argentina","Rice, paddy",1996,"51031","510.31","591","17.64","54595"
"Argentina","Rice, paddy",1996,"51031","510.31","591","17.97","54595"
"Argentina","Rice, paddy",1997,"53703","537.03","591","18.29","77691"
"Argentina","Rice, paddy",1997,"53703","537.03","591","18.54","77691"
"Argentina","Rice, paddy",1998,"47762","477.62","591","17.23","62397"
"Argentina","Rice, paddy",1998,"47762","477.62","591","17.52","62397"
"Argentina","Rice, paddy",1999,"57337","573.37","591","17.15","62831.39"
"Argentina","Rice, paddy",1999,"57337","573.37","591","17.71","62831.39"
"Argentina","Rice, paddy",2000,"47798","477.98","591","16.98","63265.78"
"Argentina","Rice, paddy",2000,"47798","477.98","591","17.66","63265.78"
"Argentina","Rice, paddy",2001,"57495","574.95","591","17.71","63700.17"
"Argentina","Rice, paddy",2001,"57495","574.95","591","18.42","63700.17"
"Argentina","Rice, paddy",2002,"57197","571.97","591","17.58","64134.56"
"Argentina","Rice, paddy",2002,"57197","571.97","591","18.07","64134.56"
"Argentina","Rice, paddy",2004,"62661","626.61","591","17.67","65003.34"
"Argentina","Rice, paddy",2004,"62661","626.61","591","18.11","65003.34"
"Argentina","Rice, paddy",2005,"60165","601.65","591","17.32","65437.73"
"Argentina","Rice, paddy",2005,"60165","601.65","591","17.83","65437.73"
"Argentina","Rice, paddy",2006,"70610","706.1","591","18.1","65872.12"
"Argentina","Rice, paddy",2006,"70610","706.1","591","18.35","65872.12"
"Argentina","Rice, paddy",2007,"65604","656.04","591","16.71","81582.64"
"Argentina","Rice, paddy",2007,"65604","656.04","591","17.14","81582.64"
"Argentina","Rice, paddy",2008,"68278","682.78","591","17.71","87149.01"
"Argentina","Rice, paddy",2008,"68278","682.78","591","18.39","87149.01"
"Argentina","Rice, paddy",2009,"68842","688.42","591","18.16","61586.56"
"Argentina","Rice, paddy",2009,"68842","688.42","591","18.09","61586.56"
"Argentina","Rice, paddy",2010,"57646","576.46","591","17.33","105915.04"
"Argentina","Rice, paddy",2010,"57646","576.46","591","17.84","105915.04"
"Argentina","Rice, paddy",2011,"67901","679.01","591","17.58","100424.62"
"Argentina","Rice, paddy",2011,"67901","679.01","591","17.93","100424.62"
"Argentina","Rice, paddy",2012,"66617","666.17","591","18.18","136185.08"
"Argentina","Rice, paddy",2012,"66617","666.17","591","18.43","136185.08"
"Argentina","Rice, paddy",2013,"67187","671.87","591","16.45","171945.54"
"Argentina","Rice, paddy",2013,"67187","671.87","591","16.88","171945.54"
"Argentina","Sorghum",1990,"28116","281.16","591","17.46","26156"
"Argentina","Sorghum",1990,"28116","281.16","591","17.67","26156"
"Argentina","Sorghum",1991,"33320","333.2","591","17.64","26156"
"Argentina","Sorghum",1991,"33320","333.2","591","17.86","26156"
"Argentina","Sorghum",1992,"36217","362.17","591","17.09","26156"
"Argentina","Sorghum",1992,"36217","362.17","591","17.51","26156"
"Argentina","Sorghum",1993,"39529","395.29","591","17.32","26156"
"Argentina","Sorghum",1993,"39529","395.29","591","17.53","26156"
"Argentina","Sorghum",1994,"35065","350.65","591","18.17","30195"
"Argentina","Sorghum",1994,"35065","350.65","591","18.31","30195"
"Argentina","Sorghum",1995,"34588","345.88","591","17.74","37842"
"Argentina","Sorghum",1995,"34588","345.88","591","17.62","37842"
"Argentina","Sorghum",1996,"38763","387.63","591","17.64","54595"
"Argentina","Sorghum",1996,"38763","387.63","591","17.97","54595"
"Argentina","Sorghum",1997,"36845","368.45","591","18.29","77691"
"Argentina","Sorghum",1997,"36845","368.45","591","18.54","77691"
"Argentina","Sorghum",1998,"48105","481.05","591","17.23","62397"
"Argentina","Sorghum",1998,"48105","481.05","591","17.52","62397"
"Argentina","Sorghum",1999,"43845","438.45","591","17.15","62831.39"
"Argentina","Sorghum",1999,"43845","438.45","591","17.71","62831.39"
"Argentina","Sorghum",2000,"46477","464.77","591","16.98","63265.78"
"Argentina","Sorghum",2000,"46477","464.77","591","17.66","63265.78"
"Argentina","Sorghum",2001,"47429","474.29","591","17.71","63700.17"
"Argentina","Sorghum",2001,"47429","474.29","591","18.42","63700.17"
"Argentina","Sorghum",2002,"52691","526.91","591","17.58","64134.56"
"Argentina","Sorghum",2002,"52691","526.91","591","18.07","64134.56"
"Argentina","Sorghum",2004,"45531","455.31","591","17.67","65003.34"
"Argentina","Sorghum",2004,"45531","455.31","591","18.11","65003.34"
"Argentina","Sorghum",2005,"51872","518.72","591","17.32","65437.73"
"Argentina","Sorghum",2005,"51872","518.72","591","17.83","65437.73"
"Argentina","Sorghum",2006,"46778","467.78","591","18.1","65872.12"
"Argentina","Sorghum",2006,"46778","467.78","591","18.35","65872.12"
"Argentina","Sorghum",2007,"47021","470.21","591","16.71","81582.64"
"Argentina","Sorghum",2007,"47021","470.21","591","17.14","81582.64"
"Argentina","Sorghum",2008,"47474","474.74","591","17.71","87149.01"
"Argentina","Sorghum",2008,"47474","474.74","591","18.39","87149.01"
"Argentina","Sorghum",2009,"38752","387.52","591","18.16","61586.56"
"Argentina","Sorghum",2009,"38752","387.52","591","18.09","61586.56"
"Argentina","Sorghum",2010,"48163","481.63","591","17.33","105915.04"
"Argentina","Sorghum",2010,"48163","481.63","591","17.84","105915.04"
"Argentina","Sorghum",2011,"44029","440.29","591","17.58","100424.62"
"Argentina","Sorghum",2011,"44029","440.29","591","17.93","100424.62"
"Argentina","Sorghum",2012,"46534","465.34","591","18.18","136185.08"
"Argentina","Sorghum",2012,"46534","465.34","591","18.43","136185.08"
"Argentina","Sorghum",2013,"40852","408.52","591","16.45","171945.54"
"Argentina","Sorghum",2013,"40852","408.52","591","16.88","171945.54"
"Argentina","Soybeans",1990,"21566","215.66","591","17.46","26156"
"Argentina","Soybeans",1990,"21566","215.66","591","17.67","26156"
"Argentina","Soybeans",1991,"22750","227.5","591","17.64","26156"
"Argentina","Soybeans",1991,"22750","227.5","591","17.86","26156"
"Argentina","Soybeans",1992,"22915","229.15","591","17.09","26156"
"Argentina","Soybeans",1992,"22915","229.15","591","17.51","26156"
"Argentina","Soybeans",1993,"21589","215.89","591","17.32","26156"
"Argentina","Soybeans",1993,"21589","215.89","591","17.53","26156"
"Argentina","Soybeans",1994,"20386","203.86","591","18.17","30195"
"Argentina","Soybeans",1994,"20386","203.86","591","18.31","30195"
"Argentina","Soybeans",1995,"20446","204.46","591","17.74","37842"
"Argentina","Soybeans",1995,"20446","204.46","591","17.62","37842"
"Argentina","Soybeans",1996,"21051","210.51","591","17.64","54595"
"Argentina","Soybeans",1996,"21051","210.51","591","17.97","54595"
"Argentina","Soybeans",1997,"17212","172.12","591","18.29","77691"
"Argentina","Soybeans",1997,"17212","172.12","591","18.54","77691"
"Argentina","Soybeans",1998,"26937","269.37","591","17.23","62397"
"Argentina","Soybeans",1998,"26937","269.37","591","17.52","62397"
"Argentina","Soybeans",1999,"24450","244.5","591","17.15","62831.39"
"Argentina","Soybeans",1999,"24450","244.5","591","17.71","62831.39"
"Argentina","Soybeans",2000,"23312","233.12","591","16.98","63265.78"
"Argentina","Soybeans",2000,"23312","233.12","591","17.66","63265.78"
"Argentina","Soybeans",2001,"25846","258.46","591","17.71","63700.17"
"Argentina","Soybeans",2001,"25846","258.46","591","18.42","63700.17"
"Argentina","Soybeans",2002,"26304","263.04","591","17.58","64134.56"
"Argentina","Soybeans",2002,"26304","263.04","591","18.07","64134.56"
"Argentina","Soybeans",2004,"22075","220.75","591","17.67","65003.34"
"Argentina","Soybeans",2004,"22075","220.75","591","18.11","65003.34"
"Argentina","Soybeans",2005,"27287","272.87","591","17.32","65437.73"
"Argentina","Soybeans",2005,"27287","272.87","591","17.83","65437.73"
"Argentina","Soybeans",2006,"26793","267.93","591","18.1","65872.12"
"Argentina","Soybeans",2006,"26793","267.93","591","18.35","65872.12"
"Argentina","Soybeans",2007,"29712","297.12","591","16.71","81582.64"
"Argentina","Soybeans",2007,"29712","297.12","591","17.14","81582.64"
"Argentina","Soybeans",2008,"28216","282.16","591","17.71","87149.01"
"Argentina","Soybeans",2008,"28216","282.16","591","18.39","87149.01"
"Argentina","Soybeans",2009,"18480","184.8","591","18.16","61586.56"
"Argentina","Soybeans",2009,"18480","184.8","591","18.09","61586.56"
"Argentina","Soybeans",2010,"29053","290.53","591","17.33","105915.04"
"Argentina","Soybeans",2010,"29053","290.53","591","17.84","105915.04"
"Argentina","Soybeans",2011,"26053","260.53","591","17.58","100424.62"
"Argentina","Soybeans",2011,"26053","260.53","591","17.93","100424.62"
"Argentina","Soybeans",2012,"22814","228.14","591","18.18","136185.08"
"Argentina","Soybeans",2012,"22814","228.14","591","18.43","136185.08"
"Argentina","Soybeans",2013,"25391","253.91","591","16.45","171945.54"
"Argentina","Soybeans",2013,"25391","253.91","591","16.88","171945.54"
"Argentina","Sweet potatoes",1990,"131864","1318.64","591","17.46","26156"
"Argentina","Sweet potatoes",1990,"131864","1318.64","591","17.67","26156"
"Argentina","Sweet potatoes",1991,"131364","1313.64","591","17.64","26156"
"Argentina","Sweet potatoes",1991,"131364","1313.64","591","17.86","26156"
"Argentina","Sweet potatoes",1992,"127273","1272.73","591","17.09","26156"
"Argentina","Sweet potatoes",1992,"127273","1272.73","591","17.51","26156"
"Argentina","Sweet potatoes",1993,"122955","1229.55","591","17.32","26156"
"Argentina","Sweet potatoes",1993,"122955","1229.55","591","17.53","26156"
"Argentina","Sweet potatoes",1994,"176667","1766.67","591","18.17","30195"
"Argentina","Sweet potatoes",1994,"176667","1766.67","591","18.31","30195"
"Argentina","Sweet potatoes",1995,"168000","1680","591","17.74","37842"
"Argentina","Sweet potatoes",1995,"168000","1680","591","17.62","37842"
"Argentina","Sweet potatoes",1996,"170000","1700","591","17.64","54595"
"Argentina","Sweet potatoes",1996,"170000","1700","591","17.97","54595"
"Argentina","Sweet potatoes",1997,"145662","1456.62","591","18.29","77691"
"Argentina","Sweet potatoes",1997,"145662","1456.62","591","18.54","77691"
"Argentina","Sweet potatoes",1998,"175055","1750.55","591","17.23","62397"
"Argentina","Sweet potatoes",1998,"175055","1750.55","591","17.52","62397"
"Argentina","Sweet potatoes",1999,"143991","1439.91","591","17.15","62831.39"
"Argentina","Sweet potatoes",1999,"143991","1439.91","591","17.71","62831.39"
