Unnamed: 0,Area,Crop,Year,Crop_Yield,Pesticide_hg/ha,Rain_mm,Temp_c
1375,Australia,Sorghum,2004,27367,36276.0,534.0,13.74
1376,Australia,Sorghum,2004,27367,36276.0,534.0,18.87
1377,Australia,Sorghum,2004,27367,36276.0,534.0,17.87
1390,Australia,Wheat,2004,19998,36276.0,534.0,16.64
1391,Australia,Wheat,2004,19998,36276.0,534.0,20.42
1392,Australia,Wheat,2004,19998,36276.0,534.0,12.35
1393,Australia,Wheat,2004,19998,36276.0,534.0,13.74
1394,Australia,Wheat,2004,19998,36276.0,534.0,18.87
1395,Australia,Wheat,2004,19998,36276.0,534.0,17.87
1414,Australia,Sorghum,2005,26629,34310.0,534.0,16.93
1415,Australia,Sorghum,2005,26629,34310.0,534.0,20.71
1416,Australia,Sorghum,2005,26629,34310.0,534.0,12.48
1417,Australia,Sorghum,2005,26629,34310.0,534.0,14.38
1418,Australia,Sorghum,2005,26629,34310.0,534.0,18.26
1419,Australia,Sorghum,2005,26629,34310.0,534.0,18.03
1432,Australia,Wheat,2005,16348,34310.0,534.0,16.93
1433,Australia,Wheat,2005,16348,34310.0,534.0,20.71
1434,Australia,Wheat,2005,16348,34310.0,534.0,12.48
1435,Australia,Wheat,2005,16348,34310.0,534.0,14.38
1436,Australia,Wheat,2005,16348,34310.0,534.0,18.26
1437,Australia,Wheat,2005,16348,34310.0,534.0,18.03
1456,Australia,Sorghum,2006,25205,35900.0,534.0,16.75
1457,Australia,Sorghum,2006,25205,35900.0,534.0,20.17
1458,Australia,Sorghum,2006,25205,35900.0,534.0,12.51
1459,Australia,Sorghum,2006,25205,35900.0,534.0,13.99
1460,Australia,Sorghum,2006,25205,35900.0,534.0,18.99
1461,Australia,Sorghum,2006,25205,35900.0,534.0,17.75
1474,Australia,Wheat,2006,20213,35900.0,534.0,16.75
1475,Australia,Wheat,2006,20213,35900.0,534.0,20.17
1476,Australia,Wheat,2006,20213,35900.0,534.0,12.51
1477,Australia,Wheat,2006,20213,35900.0,534.0,13.99
1478,Australia,Wheat,2006,20213,35900.0,534.0,18.99
1479,Australia,Wheat,2006,20213,35900.0,534.0,17.75
1498,Australia,Sorghum,2007,20918,32446.25,534.0,17.49
1499,Australia,Sorghum,2007,20918,32446.25,534.0,20.31
1500,Australia,Sorghum,2007,20918,32446.25,534.0,12.83
1501,Australia,Sorghum,2007,20918,32446.25,534.0,14.99
1502,Australia,Sorghum,2007,20918,32446.25,534.0,18.84
1503,Australia,Sorghum,2007,20918,32446.25,534.0,18.02
1516,Australia,Wheat,2007,9173,32446.25,534.0,17.49
1517,Australia,Wheat,2007,9173,32446.25,534.0,20.31
1518,Australia,Wheat,2007,9173,32446.25,534.0,12.83
1519,Australia,Wheat,2007,9173,32446.25,534.0,14.99
1520,Australia,Wheat,2007,9173,32446.25,534.0,18.84
1521,Australia,Wheat,2007,9173,32446.25,534.0,18.02
1540,Australia,Sorghum,2008,40252,42935.38,534.0,16.7
1541,Australia,Sorghum,2008,40252,42935.38,534.0,19.79
1542,Australia,Sorghum,2008,40252,42935.38,534.0,12.0
1543,Australia,Sorghum,2008,40252,42935.38,534.0,14.11
1544,Australia,Sorghum,2008,40252,42935.38,534.0,18.78
1545,Australia,Sorghum,2008,40252,42935.38,534.0,17.32
1558,Australia,Wheat,2008,10788,42935.38,534.0,16.7
1559,Australia,Wheat,2008,10788,42935.38,534.0,19.79
1560,Australia,Wheat,2008,10788,42935.38,534.0,12.0
1561,Australia,Wheat,2008,10788,42935.38,534.0,14.11
1562,Australia,Wheat,2008,10788,42935.38,534.0,18.78
1563,Australia,Wheat,2008,10788,42935.38,534.0,17.32
1582,Australia,Sorghum,2009,35096,38065.68,534.0,17.39
1583,Australia,Sorghum,2009,35096,38065.68,534.0,20.65
1584,Australia,Sorghum,2009,35096,38065.68,534.0,12.87
1585,Australia,Sorghum,2009,35096,38065.68,534.0,14.65
1586,Australia,Sorghum,2009,35096,38065.68,534.0,19.01
1587,Australia,Sorghum,2009,35096,38065.68,534.0,18.18
1600,Australia,Wheat,2009,15831,38065.68,534.0,17.39
1601,Australia,Wheat,2009,15831,38065.68,534.0,20.65
1602,Australia,Wheat,2009,15831,38065.68,534.0,12.87
1603,Australia,Wheat,2009,15831,38065.68,534.0,14.65
1604,Australia,Wheat,2009,15831,38065.68,534.0,19.01
1605,Australia,Wheat,2009,15831,38065.68,534.0,18.18
1624,Australia,Sorghum,2010,30279,42169.39,534.0,16.72
1625,Australia,Sorghum,2010,30279,42169.39,534.0,20.33
1626,Australia,Sorghum,2010,30279,42169.39,534.0,12.37
1627,Australia,Sorghum,2010,30279,42169.39,534.0,14.23
1628,Australia,Sorghum,2010,30279,42169.39,534.0,19.09
1629,Australia,Sorghum,2010,30279,42169.39,534.0,18.0
1642,Australia,Wheat,2010,15729,42169.39,534.0,16.72
1643,Australia,Wheat,2010,15729,42169.39,534.0,20.33
1644,Australia,Wheat,2010,15729,42169.39,534.0,12.37
1645,Australia,Wheat,2010,15729,42169.39,534.0,14.23
1646,Australia,Wheat,2010,15729,42169.39,534.0,19.09
1647,Australia,Wheat,2010,15729,42169.39,534.0,18.0
1666,Australia,Sorghum,2011,30558,47632.99,534.0,16.9
1667,Australia,Sorghum,2011,30558,47632.99,534.0,19.88
1668,Australia,Sorghum,2011,30558,47632.99,534.0,12.16
1669,Australia,Sorghum,2011,30558,47632.99,534.0,14.19
1670,Australia,Sorghum,2011,30558,47632.99,534.0,19.99
1671,Australia,Sorghum,2011,30558,47632.99,534.0,17.71
1684,Australia,Wheat,2011,20301,47632.99,534.0,16.9
1685,Australia,Wheat,2011,20301,47632.99,534.0,19.88
1686,Australia,Wheat,2011,20301,47632.99,534.0,12.16
1687,Australia,Wheat,2011,20301,47632.99,534.0,14.19
1688,Australia,Wheat,2011,20301,47632.99,534.0,19.99
1689,Australia,Wheat,2011,20301,47632.99,534.0,17.71
1708,Australia,Sorghum,2012,33960,48687.88,534.0,16.84
1709,Australia,Sorghum,2012,33960,48687.88,534.0,20.08
1710,Australia,Sorghum,2012,33960,48687.88,534.0,11.79
1711,Australia,Sorghum,2012,33960,48687.88,534.0,14.27
1712,Australia,Sorghum,2012,33960,48687.88,534.0,19.55
1713,Australia,Sorghum,2012,33960,48687.88,534.0,17.47
1726,Australia,Wheat,2012,21511,48687.88,534.0,16.84
1727,Australia,Wheat,2012,21511,48687.88,534.0,20.08
1728,Australia,Wheat,2012,21511,48687.88,534.0,11.79
1729,Australia,Wheat,2012,21511,48687.88,534.0,14.27
1730,Australia,Wheat,2012,21511,48687.88,534.0,19.55
1731,Australia,Wheat,2012,21511,48687.88,534.0,17.47
1750,Australia,Sorghum,2013,34419,45177.18,534.0,17.39
1751,Australia,Sorghum,2013,34419,45177.18,534.0,20.14
1752,Australia,Sorghum,2013,34419,45177.18,534.0,12.19
1753,Australia,Sorghum,2013,34419,45177.18,534.0,14.74
1754,Australia,Sorghum,2013,34419,45177.18,534.0,19.98
1755,Australia,Sorghum,2013,34419,45177.18,534.0,18.09
1768,Australia,Wheat,2013,17609,45177.18,534.0,17.39
1769,Australia,Wheat,2013,17609,45177.18,534.0,20.14
1770,Australia,Wheat,2013,17609,45177.18,534.0,12.19
1771,Australia,Wheat,2013,17609,45177.18,534.0,14.74
1772,Australia,Wheat,2013,17609,45177.18,534.0,19.98
1773,Australia,Wheat,2013,17609,45177.18,534.0,18.09
1777,Austria,Wheat,1990,50479,4246.0,1110.0,9.23
1781,Austria,Wheat,1991,50735,4487.0,1110.0,8.15
1785,Austria,Wheat,1992,53938,3897.0,1110.0,9.49
1789,Austria,Wheat,1993,42246,3984.0,1110.0,8.48
1793,Austria,Wheat,1994,52088,3619.0,1110.0,9.89
1797,Austria,Wheat,1995,50856,3402.0,1110.0,8.79
1801,Austria,Wheat,1996,50069,3565.0,1110.0,7.4
1805,Austria,Wheat,1997,52044,3689.6,1110.0,8.37
1809,Austria,Wheat,1998,50749,3340.3,1110.0,9.01
1813,Austria,Wheat,1999,54348,3418.6,1110.0,9.17
1817,Austria,Wheat,2000,44688,3563.2,1110.0,10.08
1821,Austria,Wheat,2001,52412,3132.2,1110.0,8.75
1825,Austria,Wheat,2002,49667,3079.2,1110.0,9.62
1829,Austria,Wheat,2004,59234,3301.7,1110.0,8.76
1833,Austria,Wheat,2005,50286,3404.0,1110.0,8.6
1837,Austria,Wheat,2006,49066,3415.7,1110.0,9.13
1841,Austria,Wheat,2007,47763,3526.6,1110.0,10.03
1845,Austria,Wheat,2008,56935,4246.7,1110.0,9.96
1849,Austria,Wheat,2009,49295,3531.8,1110.0,9.48
1852,Austria,Sorghum,2010,67666,3692.4,1110.0,8.36
1854,Austria,Wheat,2010,50117,3692.4,1110.0,8.36
1857,Austria,Sorghum,2011,67299,3441.5,1110.0,9.42
1859,Austria,Wheat,2011,58549,3441.5,1110.0,9.42
1862,Austria,Sorghum,2012,68081,3563.3,1110.0,9.42
1864,Austria,Wheat,2012,41388,3563.3,1110.0,9.42
1867,Austria,Sorghum,2013,52447,3108.6,1110.0,10.03
1869,Austria,Wheat,2013,53743,3108.6,1110.0,10.03
1873,Azerbaijan,Sorghum,1992,578,148.68,447.0,10.93
1875,Azerbaijan,Wheat,1992,21705,148.68,447.0,10.93
1879,Azerbaijan,Sorghum,1993,1659,148.68,447.0,10.53
1881,Azerbaijan,Wheat,1993,16855,148.68,447.0,10.53
1885,Azerbaijan,Sorghum,1994,2323,148.68,447.0,11.32
1887,Azerbaijan,Wheat,1994,16296,148.68,447.0,11.32
1891,Azerbaijan,Sorghum,1995,1317,148.68,447.0,12.81
1893,Azerbaijan,Wheat,1995,14940,148.68,447.0,12.81
1897,Azerbaijan,Sorghum,1996,1389,148.68,447.0,11.96
1899,Azerbaijan,Wheat,1996,16627,148.68,447.0,11.96
1903,Azerbaijan,Sorghum,1997,833,148.68,447.0,11.89
1905,Azerbaijan,Wheat,1997,16914,148.68,447.0,11.89
1909,Azerbaijan,Sorghum,1998,857,148.68,447.0,12.79
1911,Azerbaijan,Wheat,1998,15764,148.68,447.0,12.79
1916,Azerbaijan,Wheat,1999,19992,148.68,447.0,12.74
1920,Azerbaijan,Sorghum,2000,2434,148.68,447.0,12.61
1922,Azerbaijan,Wheat,2000,23223,148.68,447.0,12.61
1927,Azerbaijan,Wheat,2001,26154,148.68,447.0,12.97
1931,Azerbaijan,Wheat,2002,26028,148.68,447.0,12.45
1936,Azerbaijan,Wheat,2004,25748,148.68,447.0,12.76
1941,Azerbaijan,Wheat,2005,25818,148.68,447.0,12.88
1945,Azerbaijan,Sorghum,2006,10000,148.68,447.0,12.66
1947,Azerbaijan,Wheat,2006,26050,148.68,447.0,12.66
1952,Azerbaijan,Wheat,2007,26722,148.68,447.0,12.75
1956,Azerbaijan,Sorghum,2008,12000,262.99,447.0,12.3
1958,Azerbaijan,Wheat,2008,27251,262.99,447.0,12.3
1963,Azerbaijan,Wheat,2009,25946,316.18,447.0,12.6
1968,Azerbaijan,Wheat,2010,19381,333.85,447.0,13.85
1973,Azerbaijan,Wheat,2011,24376,461.84,447.0,11.79
1977,Azerbaijan,Sorghum,2012,1500,516.35,447.0,13.0
1979,Azerbaijan,Wheat,2012,26144,516.35,447.0,13.0
1983,Azerbaijan,Sorghum,2013,5000,489.8,447.0,14.12
1985,Azerbaijan,Wheat,2013,26719,489.8,447.0,14.12
1986,Bahamas,Cassava,1990,106667,484.59,,25.74
1989,Bahamas,Cassava,1991,100000,484.59,,25.66
1992,Bahamas,Cassava,1992,95859,484.59,1292.0,25.1
1995,Bahamas,Cassava,1993,90909,484.59,1292.0,25.26
1998,Bahamas,Cassava,1994,80000,484.59,1292.0,25.73
2001,Bahamas,Cassava,1995,77089,484.59,1292.0,25.44
2004,Bahamas,Cassava,1996,75783,484.59,1292.0,25.06
2007,Bahamas,Cassava,1997,75317,484.59,1292.0,25.81
2010,Bahamas,Cassava,1998,75000,484.59,1292.0,25.94
2013,Bahamas,Cassava,1999,80000,484.59,1292.0,25.31
2016,Bahamas,Cassava,2000,100000,484.59,1292.0,25.16
2019,Bahamas,Cassava,2001,102308,375.89,1292.0,25.23
2022,Bahamas,Cassava,2002,100000,384.23,1292.0,25.79
2025,Bahamas,Cassava,2004,103333,269.66,1292.0,25.46
2028,Bahamas,Cassava,2005,106816,315.74,1292.0,25.43
2031,Bahamas,Cassava,2006,106250,268.2,1292.0,25.34
2034,Bahamas,Cassava,2007,105556,268.2,1292.0,25.71
2037,Bahamas,Cassava,2008,139562,268.2,1292.0,25.63
2040,Bahamas,Cassava,2009,180917,268.2,1292.0,25.46
2043,Bahamas,Cassava,2010,221795,268.2,1292.0,24.77
2047,Bahamas,Cassava,2011,225128,268.2,1292.0,25.76
2051,Bahamas,Cassava,2012,223000,268.2,1292.0,25.46
2055,Bahamas,Cassava,2013,221509,268.2,1292.0,25.88
2094,Bangladesh,Sorghum,1990,8103,1266.0,2666.0,25.98
2095,Bangladesh,Sorghum,1990,8103,1266.0,2666.0,25.98
2098,Bangladesh,Wheat,1990,15034,1266.0,2666.0,25.98
2099,Bangladesh,Wheat,1990,15034,1266.0,2666.0,25.98
2106,Bangladesh,Sorghum,1991,8376,1287.0,2666.0,25.85
2107,Bangladesh,Sorghum,1991,8376,1287.0,2666.0,25.85
2110,Bangladesh,Wheat,1991,16767,1287.0,2666.0,25.85
2111,Bangladesh,Wheat,1991,16767,1287.0,2666.0,25.85
2118,Bangladesh,Sorghum,1992,8988,1453.0,2666.0,25.86
2119,Bangladesh,Sorghum,1992,8988,1453.0,2666.0,25.86
2122,Bangladesh,Wheat,1992,18534,1453.0,2666.0,25.86
2123,Bangladesh,Wheat,1992,18534,1453.0,2666.0,25.86
2130,Bangladesh,Sorghum,1993,8948,1487.0,2666.0,25.73
2131,Bangladesh,Sorghum,1993,8948,1487.0,2666.0,25.73
2134,Bangladesh,Wheat,1993,18457,1487.0,2666.0,25.73
2135,Bangladesh,Wheat,1993,18457,1487.0,2666.0,25.73
2142,Bangladesh,Sorghum,1994,9892,1594.5,2666.0,25.91
2143,Bangladesh,Sorghum,1994,9892,1594.5,2666.0,25.91
2146,Bangladesh,Wheat,1994,18390,1594.5,2666.0,25.91
2147,Bangladesh,Wheat,1994,18390,1594.5,2666.0,25.91
2154,Bangladesh,Sorghum,1995,9804,1702.0,2666.0,26.09
2155,Bangladesh,Sorghum,1995,9804,1702.0,2666.0,26.09
2158,Bangladesh,Wheat,1995,19483,1702.0,2666.0,26.09
2159,Bangladesh,Wheat,1995,19483,1702.0,2666.0,26.09
2166,Bangladesh,Sorghum,1996,9959,1919.0,2666.0,26.15
2167,Bangladesh,Sorghum,1996,9959,1919.0,2666.0,26.15
2170,Bangladesh,Wheat,1996,19531,1919.0,2666.0,26.15
2171,Bangladesh,Wheat,1996,19531,1919.0,2666.0,26.15
2178,Bangladesh,Sorghum,1997,10297,2035.0,2666.0,25.55
2179,Bangladesh,Sorghum,1997,10297,2035.0,2666.0,25.55
2182,Bangladesh,Wheat,1997,20544,2035.0,2666.0,25.55
2183,Bangladesh,Wheat,1997,20544,2035.0,2666.0,25.55
2190,Bangladesh,Sorghum,1998,7901,2068.0,2666.0,26.13
2191,Bangladesh,Sorghum,1998,7901,2068.0,2666.0,26.13
2194,Bangladesh,Wheat,1998,22408,2068.0,2666.0,26.13
2195,Bangladesh,Wheat,1998,22408,2068.0,2666.0,26.13
2202,Bangladesh,Sorghum,1999,12346,2532.0,2666.0,26.31
2203,Bangladesh,Sorghum,1999,12346,2532.0,2666.0,26.31
2206,Bangladesh,Wheat,1999,21627,2532.0,2666.0,26.31
2207,Bangladesh,Wheat,1999,21627,2532.0,2666.0,26.31
2214,Bangladesh,Sorghum,2000,12346,3170.0,2666.0,25.91
2215,Bangladesh,Sorghum,2000,12346,3170.0,2666.0,25.91
2218,Bangladesh,Wheat,2000,22104,3170.0,2666.0,25.91
2219,Bangladesh,Wheat,2000,22104,3170.0,2666.0,25.91
2226,Bangladesh,Sorghum,2001,12346,3295.78,2666.0,25.93
2227,Bangladesh,Sorghum,2001,12346,3295.78,2666.0,25.93
2230,Bangladesh,Wheat,2001,21643,3295.78,2666.0,25.93
2231,Bangladesh,Wheat,2001,21643,3295.78,2666.0,25.93
2238,Bangladesh,Sorghum,2002,12361,2954.29,2666.0,26.1
2239,Bangladesh,Sorghum,2002,12361,2954.29,2666.0,26.1
2242,Bangladesh,Wheat,2002,21644,2954.29,2666.0,26.1
2243,Bangladesh,Wheat,2002,21644,2954.29,2666.0,26.1
2250,Bangladesh,Sorghum,2004,11633,5587.81,2666.0,26.14
2251,Bangladesh,Sorghum,2004,11633,5587.81,2666.0,26.14
2254,Bangladesh,Wheat,2004,19527,5587.81,2666.0,26.14
2255,Bangladesh,Wheat,2004,19527,5587.81,2666.0,26.14
2262,Bangladesh,Sorghum,2005,13214,7605.01,2666.0,26.19
2263,Bangladesh,Sorghum,2005,13214,7605.01,2666.0,26.19
2268,Bangladesh,Wheat,2005,17478,7605.01,2666.0,26.19
2269,Bangladesh,Wheat,2005,17478,7605.01,2666.0,26.19
2276,Bangladesh,Sorghum,2006,13587,9074.43,2666.0,26.44
2277,Bangladesh,Sorghum,2006,13587,9074.43,2666.0,26.44
2282,Bangladesh,Wheat,2006,15344,9074.43,2666.0,26.44
2283,Bangladesh,Wheat,2006,15344,9074.43,2666.0,26.44
2290,Bangladesh,Sorghum,2007,13462,10962.31,2666.0,25.95
2291,Bangladesh,Sorghum,2007,13462,10962.31,2666.0,25.95
2296,Bangladesh,Wheat,2007,18471,10962.31,2666.0,25.95
2297,Bangladesh,Wheat,2007,18471,10962.31,2666.0,25.95
2304,Bangladesh,Sorghum,2008,21505,12936.5,2666.0,26.0
2305,Bangladesh,Sorghum,2008,21505,12936.5,2666.0,26.0
2310,Bangladesh,Wheat,2008,21753,12936.5,2666.0,26.0
2311,Bangladesh,Wheat,2008,21753,12936.5,2666.0,26.0
2318,Bangladesh,Sorghum,2009,13300,13790.09,2666.0,26.54
2319,Bangladesh,Sorghum,2009,13300,13790.09,2666.0,26.54
2324,Bangladesh,Wheat,2009,21516,13790.09,2666.0,26.54
2325,Bangladesh,Wheat,2009,21516,13790.09,2666.0,26.54
2332,Bangladesh,Sorghum,2010,12806,13283.72,2666.0,26.65
2333,Bangladesh,Sorghum,2010,12806,13283.72,2666.0,26.65
2338,Bangladesh,Wheat,2010,23959,13283.72,2666.0,26.65
2339,Bangladesh,Wheat,2010,23959,13283.72,2666.0,26.65
2346,Bangladesh,Sorghum,2011,14667,14798.28,2666.0,25.8
2347,Bangladesh,Sorghum,2011,14667,14798.28,2666.0,25.8
2352,Bangladesh,Wheat,2011,26012,14798.28,2666.0,25.8
2353,Bangladesh,Wheat,2011,26012,14798.28,2666.0,25.8
2360,Bangladesh,Sorghum,2012,13452,13289.18,2666.0,26.28
2361,Bangladesh,Sorghum,2012,13452,13289.18,2666.0,26.28
2366,Bangladesh,Wheat,2012,27789,13289.18,2666.0,26.28
2367,Bangladesh,Wheat,2012,27789,13289.18,2666.0,26.28
2374,Bangladesh,Sorghum,2013,11343,15330.16,2666.0,26.59
2375,Bangladesh,Sorghum,2013,11343,15330.16,2666.0,26.59
2380,Bangladesh,Wheat,2013,30138,15330.16,2666.0,26.59
2381,Bangladesh,Wheat,2013,30138,15330.16,2666.0,26.59
2384,Belarus,Wheat,1992,27983,8306.31,618.0,6.74
2387,Belarus,Wheat,1993,26826,8306.31,618.0,5.61
2390,Belarus,Wheat,1994,22802,8306.31,618.0,6.26
2393,Belarus,Wheat,1995,24791,8306.31,618.0,6.68
2396,Belarus,Wheat,1996,21989,8306.31,618.0,5.32
2399,Belarus,Wheat,1997,25132,8306.31,618.0,5.98
2402,Belarus,Wheat,1998,21347,8306.31,618.0,6.11
2405,Belarus,Wheat,1999,17322,8306.31,618.0,7.38
2408,Belarus,Wheat,2000,21367,8306.31,618.0,7.52
2411,Belarus,Wheat,2001,21255,8306.31,618.0,6.71
2414,Belarus,Wheat,2002,26919,8306.31,618.0,7.34
2417,Belarus,Wheat,2004,33040,8306.31,618.0,6.49
2420,Belarus,Wheat,2005,32812,8306.31,618.0,6.53
2423,Belarus,Wheat,2006,28191,8306.31,618.0,6.6
2426,Belarus,Wheat,2007,32771,8306.31,618.0,7.51
2429,Belarus,Wheat,2008,39752,8306.31,618.0,7.75
2432,Belarus,Wheat,2009,35428,8306.31,618.0,6.75
2435,Belarus,Wheat,2010,28851,8306.31,618.0,6.71
2438,Belarus,Wheat,2011,33088,8306.31,618.0,7.29
2441,Belarus,Wheat,2012,35822,9578.67,618.0,6.33
2444,Belarus,Wheat,2013,30610,9163.51,618.0,7.83
2447,Belgium,Wheat,2000,79198,9560.49,847.0,11.37
2450,Belgium,Wheat,2001,80475,8529.07,847.0,10.94
2453,Belgium,Wheat,2002,82757,9204.0,847.0,11.44
2456,Belgium,Wheat,2004,89806,9186.0,847.0,10.94
2459,Belgium,Wheat,2005,82733,9776.0,847.0,11.16
2462,Belgium,Wheat,2006,82549,8244.02,847.0,11.48
2465,Belgium,Wheat,2007,78908,6712.05,847.0,11.52
2468,Belgium,Wheat,2008,87585,6516.47,847.0,10.9
2471,Belgium,Wheat,2009,94652,5496.04,847.0,11.0
2474,Belgium,Wheat,2010,88272,4644.53,847.0,9.74
2477,Belgium,Wheat,2011,84046,5740.44,847.0,11.69
2480,Belgium,Wheat,2012,84522,6139.3,847.0,10.68
2483,Belgium,Wheat,2013,89349,5905.6,847.0,10.36
2485,Botswana,Sorghum,1990,2500,17.0,416.0,19.54
2486,Botswana,Wheat,1990,26178,17.0,416.0,19.54
2488,Botswana,Sorghum,1991,3663,19.0,416.0,19.29
2489,Botswana,Wheat,1991,22464,19.0,416.0,19.29
2491,Botswana,Sorghum,1992,2909,17.0,416.0,20.59
2492,Botswana,Wheat,1992,21653,17.0,416.0,20.59
2494,Botswana,Sorghum,1993,5236,17.0,416.0,19.97
2495,Botswana,Wheat,1993,20843,17.0,416.0,19.97
2497,Botswana,Sorghum,1994,2182,17.0,416.0,19.26
2498,Botswana,Wheat,1994,20032,17.0,416.0,19.26
2500,Botswana,Sorghum,1995,3597,17.0,416.0,19.96
2501,Botswana,Wheat,1995,19222,17.0,416.0,19.96
2503,Botswana,Sorghum,1996,3592,17.0,416.0,19.1
2504,Botswana,Wheat,1996,19009,17.0,416.0,19.1
2506,Botswana,Sorghum,1997,2455,17.0,416.0,19.26
2507,Botswana,Wheat,1997,17235,17.0,416.0,19.26
2509,Botswana,Sorghum,1998,3364,17.0,416.0,20.05
2510,Botswana,Wheat,1998,16667,17.0,416.0,20.05
2512,Botswana,Sorghum,1999,2669,17.0,416.0,20.24
2513,Botswana,Wheat,1999,16337,17.0,416.0,20.24
2515,Botswana,Sorghum,2000,1573,17.0,416.0,18.97
2516,Botswana,Wheat,2000,15878,17.0,416.0,18.97
2518,Botswana,Sorghum,2001,11538,17.0,416.0,19.36
2519,Botswana,Wheat,2001,15714,17.0,416.0,19.36
2521,Botswana,Sorghum,2002,4218,17.0,416.0,19.89
2522,Botswana,Wheat,2002,14563,17.0,416.0,19.89
2524,Botswana,Sorghum,2004,3343,17.0,416.0,19.41
2525,Botswana,Wheat,2004,12692,17.0,416.0,19.41
2527,Botswana,Sorghum,2005,18316,17.0,416.0,20.42
2528,Botswana,Wheat,2005,11614,17.0,416.0,20.42
2530,Botswana,Sorghum,2006,5024,17.0,416.0,18.97
2531,Botswana,Wheat,2006,10452,17.0,416.0,18.97
2533,Botswana,Sorghum,2007,9979,17.0,416.0,19.71
2534,Botswana,Wheat,2007,9000,17.0,416.0,19.71
2536,Botswana,Sorghum,2008,5507,17.0,416.0,19.63
2537,Botswana,Wheat,2008,8000,17.0,416.0,19.63
2539,Botswana,Sorghum,2009,5042,17.0,416.0,19.25
2541,Botswana,Sorghum,2010,5701,17.0,416.0,19.98
2543,Botswana,Sorghum,2011,6690,17.0,416.0,19.19
2545,Botswana,Sorghum,2012,6779,17.0,416.0,19.83
2547,Botswana,Sorghum,2013,3168,17.0,416.0,18.69
2548,Brazil,Cassava,1990,125529,49695.0,1761.0,21.88
2549,Brazil,Cassava,1990,125529,49695.0,1761.0,20.29
2550,Brazil,Cassava,1990,125529,49695.0,1761.0,17.77
2551,Brazil,Cassava,1990,125529,49695.0,1761.0,17.77
2552,Brazil,Cassava,1990,125529,49695.0,1761.0,27.65
2553,Brazil,Cassava,1990,125529,49695.0,1761.0,20.29
2554,Brazil,Cassava,1990,125529,49695.0,1761.0,27.07
2555,Brazil,Cassava,1990,125529,49695.0,1761.0,18.47
2556,Brazil,Cassava,1990,125529,49695.0,1761.0,25.76
2557,Brazil,Cassava,1990,125529,49695.0,1761.0,24.64
2558,Brazil,Cassava,1990,125529,49695.0,1761.0,25.29
2592,Brazil,Sorghum,1990,17150,49695.0,1761.0,21.88
2593,Brazil,Sorghum,1990,17150,49695.0,1761.0,20.29
2594,Brazil,Sorghum,1990,17150,49695.0,1761.0,17.77
2595,Brazil,Sorghum,1990,17150,49695.0,1761.0,17.77
2596,Brazil,Sorghum,1990,17150,49695.0,1761.0,27.65
2597,Brazil,Sorghum,1990,17150,49695.0,1761.0,20.29
2598,Brazil,Sorghum,1990,17150,49695.0,1761.0,27.07
2599,Brazil,Sorghum,1990,17150,49695.0,1761.0,18.47
2600,Brazil,Sorghum,1990,17150,49695.0,1761.0,25.76
2601,Brazil,Sorghum,1990,17150,49695.0,1761.0,24.64
2602,Brazil,Sorghum,1990,17150,49695.0,1761.0,25.29
2625,Brazil,Wheat,1990,11540,49695.0,1761.0,21.88
2626,Brazil,Wheat,1990,11540,49695.0,1761.0,20.29
2627,Brazil,Wheat,1990,11540,49695.0,1761.0,17.77
2628,Brazil,Wheat,1990,11540,49695.0,1761.0,17.77
2629,Brazil,Wheat,1990,11540,49695.0,1761.0,27.65
2630,Brazil,Wheat,1990,11540,49695.0,1761.0,20.29
2631,Brazil,Wheat,1990,11540,49695.0,1761.0,27.07
2632,Brazil,Wheat,1990,11540,49695.0,1761.0,18.47
2633,Brazil,Wheat,1990,11540,49695.0,1761.0,25.76
2634,Brazil,Wheat,1990,11540,49695.0,1761.0,24.64
2635,Brazil,Wheat,1990,11540,49695.0,1761.0,25.29
2647,Brazil,Cassava,1991,126164,58349.44,1761.0,21.43
2648,Brazil,Cassava,1991,126164,58349.44,1761.0,20.13
2649,Brazil,Cassava,1991,126164,58349.44,1761.0,17.95
2650,Brazil,Cassava,1991,126164,58349.44,1761.0,17.95
2651,Brazil,Cassava,1991,126164,58349.44,1761.0,27.34
2652,Brazil,Cassava,1991,126164,58349.44,1761.0,20.13
2653,Brazil,Cassava,1991,126164,58349.44,1761.0,27.21
2654,Brazil,Cassava,1991,126164,58349.44,1761.0,19.11
2655,Brazil,Cassava,1991,126164,58349.44,1761.0,25.57
2656,Brazil,Cassava,1991,126164,58349.44,1761.0,24.25
2657,Brazil,Cassava,1991,126164,58349.44,1761.0,25.06
2691,Brazil,Sorghum,1991,14834,58349.44,1761.0,21.43
2692,Brazil,Sorghum,1991,14834,58349.44,1761.0,20.13
2693,Brazil,Sorghum,1991,14834,58349.44,1761.0,17.95
2694,Brazil,Sorghum,1991,14834,58349.44,1761.0,17.95
2695,Brazil,Sorghum,1991,14834,58349.44,1761.0,27.34
2696,Brazil,Sorghum,1991,14834,58349.44,1761.0,20.13
2697,Brazil,Sorghum,1991,14834,58349.44,1761.0,27.21
2698,Brazil,Sorghum,1991,14834,58349.44,1761.0,19.11
2699,Brazil,Sorghum,1991,14834,58349.44,1761.0,25.57
2700,Brazil,Sorghum,1991,14834,58349.44,1761.0,24.25
2701,Brazil,Sorghum,1991,14834,58349.44,1761.0,25.06
