Area,Year,average_rain_fall_mm_per_year,avg_temp,pesticides_tonnes
Mexico,1996,758,20.79,34468.93
Mexico,1996,758,22.91,34468.93
Mexico,1996,758,19.27,34468.93
Mexico,1996,758,17.2,34468.93
Mexico,1996,758,21.08,34468.93
Mexico,1997,758,16.25,34468.93
Mexico,1997,758,20.99,34468.93
Mexico,1997,758,25.21,34468.93
Mexico,1997,758,20.35,34468.93
Mexico,1997,758,21.9,34468.93
Mexico,1997,758,19.65,34468.93
Mexico,1997,758,17.46,34468.93
Mexico,1997,758,20.99,34468.93
Mexico,1998,758,17.07,34468.93
Mexico,1998,758,21.38,34468.93
Mexico,1998,758,25.14,34468.93
Mexico,1998,758,19.08,34468.93
Mexico,1998,758,23.61,34468.93
Mexico,1998,758,20.31,34468.93
Mexico,1998,758,16.21,34468.93
Mexico,1998,758,21.38,34468.93
Mexico,1999,758,16.09,34468.93
Mexico,1999,758,20.86,34468.93
Mexico,1999,758,25.03,34468.93
Mexico,1999,758,19.74,34468.93
Mexico,1999,758,23.33,34468.93
Mexico,1999,758,19.27,34468.93
Mexico,1999,758,16.18,34468.93
Mexico,1999,758,20.86,34468.93
Mexico,2000,758,16.11,34468.93
Mexico,2000,758,21.12,34468.93
Mexico,2000,758,25.16,34468.93
Mexico,2000,758,20.19,34468.93
Mexico,2000,758,23.07,34468.93
Mexico,2000,758,19.29,34468.93
Mexico,2000,758,16.9,34468.93
Mexico,2000,758,21.12,34468.93
Mexico,2001,758,15.98,31373.3
Mexico,2001,758,21.23,31373.3
Mexico,2001,758,25.11,31373.3
Mexico,2001,758,20.15,31373.3
Mexico,2001,758,22.6,31373.3
Mexico,2001,758,19.32,31373.3
Mexico,2001,758,16.37,31373.3
Mexico,2001,758,21.23,31373.3
Mexico,2002,758,16.37,16189.88
Mexico,2002,758,21.5,16189.88
Mexico,2002,758,25.07,16189.88
Mexico,2002,758,19.93,16189.88
Mexico,2002,758,22.59,16189.88
Mexico,2002,758,19.62,16189.88
Mexico,2002,758,16.37,16189.88
Mexico,2002,758,21.5,16189.88
Mexico,2004,758,16.2,26433.14
Mexico,2004,758,21.24,26433.14
Mexico,2004,758,24.92,26433.14
Mexico,2004,758,19.91,26433.14
Mexico,2004,758,22.26,26433.14
Mexico,2004,758,19.56,26433.14
Mexico,2004,758,16.84,26433.14
Mexico,2004,758,21.24,26433.14
Mexico,2005,758,16.7,51741.99
Mexico,2005,758,21.42,51741.99
Mexico,2005,758,25.18,51741.99
Mexico,2005,758,20.09,51741.99
Mexico,2005,758,22.95,51741.99
Mexico,2005,758,19.82,51741.99
Mexico,2005,758,16.93,51741.99
Mexico,2005,758,21.42,51741.99
Mexico,2006,758,16.37,50891.95
Mexico,2006,758,21.5,50891.95
Mexico,2006,758,25.35,50891.95
Mexico,2006,758,20.3,50891.95
Mexico,2006,758,23.33,50891.95
Mexico,2006,758,19.53,50891.95
Mexico,2006,758,17.23,50891.95
Mexico,2006,758,21.5,50891.95
Mexico,2007,758,16.38,64501.28
Mexico,2007,758,21.35,64501.28
Mexico,2007,758,24.88,64501.28
Mexico,2007,758,20.17,64501.28
Mexico,2007,758,22.18,64501.28
Mexico,2007,758,19.7,64501.28
Mexico,2007,758,16.8,64501.28
Mexico,2007,758,21.35,64501.28
Mexico,2008,758,16.22,61732.11
Mexico,2008,758,21.02,61732.11
Mexico,2008,758,25.22,61732.11
Mexico,2008,758,20.41,61732.11
Mexico,2008,758,22.68,61732.11
Mexico,2008,758,19.45,61732.11
Mexico,2008,758,17.21,61732.11
Mexico,2008,758,21.02,61732.11
Mexico,2009,758,16.65,61690.08
Mexico,2009,758,21.76,61690.08
Mexico,2009,758,25.72,61690.08
Mexico,2009,758,20.32,61690.08
Mexico,2009,758,23.23,61690.08
Mexico,2009,758,19.81,61690.08
Mexico,2009,758,17.03,61690.08
Mexico,2009,758,21.76,61690.08
Mexico,2010,758,15.87,63402.29
Mexico,2010,758,20.9,63402.29
Mexico,2010,758,25.04,63402.29
Mexico,2010,758,19.62,63402.29
Mexico,2010,758,21.99,63402.29
Mexico,2010,758,19.38,63402.29
Mexico,2010,758,16.19,63402.29
Mexico,2010,758,20.9,63402.29
Mexico,2011,758,16.64,65961.1
Mexico,2011,758,21.55,65961.1
Mexico,2011,758,25.28,65961.1
Mexico,2011,758,19.52,65961.1
Mexico,2011,758,23.55,65961.1
Mexico,2011,758,19.83,65961.1
Mexico,2011,758,16.26,65961.1
Mexico,2011,758,21.55,65961.1
Mexico,2012,758,16.43,64512.22
Mexico,2012,758,21.52,64512.22
Mexico,2012,758,25.5,64512.22
Mexico,2012,758,20.61,64512.22
Mexico,2012,758,23.5,64512.22
Mexico,2012,758,19.71,64512.22
Mexico,2012,758,17.2,64512.22
Mexico,2012,758,21.52,64512.22
Mexico,2013,758,17.34,59920.18
Mexico,2013,758,22.19,59920.18
Mexico,2013,758,25.36,59920.18
Mexico,2013,758,21.86,59920.18
Mexico,2013,758,24.19,59920.18
Mexico,2013,758,20.45,59920.18
Mexico,2013,758,17.18,59920.18
Mexico,2013,758,22.19,59920.18
Montenegro,2006,241,10.56,0.55
Montenegro,2007,241,11.59,0.55
Montenegro,2008,241,11.62,0.55
Montenegro,2009,241,11.46,0.55
Montenegro,2010,241,11.25,66.0
Montenegro,2011,241,11.25,75.0
Montenegro,2012,241,11.53,71.0
Montenegro,2013,241,12.87,82.0
Morocco,1990,346,18.17,9364.0
Morocco,1990,346,18.29,9364.0
Morocco,1991,346,17.25,9771.14
Morocco,1991,346,17.47,9771.14
Morocco,1992,346,17.38,10178.29
Morocco,1992,346,17.56,10178.29
Morocco,1993,346,16.94,10585.43
Morocco,1993,346,17.11,10585.43
Morocco,1994,346,17.88,10992.57
Morocco,1994,346,17.98,10992.57
Morocco,1995,346,18.56,11399.71
Morocco,1995,346,18.72,11399.71
Morocco,1996,346,17.75,11806.86
Morocco,1996,346,17.97,11806.86
Morocco,1997,346,18.31,12214.0
Morocco,1997,346,18.65,12214.0
Morocco,1998,346,18.21,12621.14
Morocco,1998,346,18.24,12621.14
Morocco,1999,346,17.68,13028.29
Morocco,1999,346,17.88,13028.29
Morocco,2000,346,18.16,13435.43
Morocco,2000,346,18.14,13435.43
Morocco,2001,346,18.73,13842.57
Morocco,2001,346,18.56,13842.57
Morocco,2002,346,18.25,14249.71
Morocco,2002,346,18.19,14249.71
Morocco,2004,346,18.07,15064.0
Morocco,2004,346,18.21,15064.0
Morocco,2005,346,18.18,13966.0
Morocco,2005,346,18.15,13966.0
Morocco,2006,346,18.38,13697.0
Morocco,2006,346,18.51,13697.0
Morocco,2007,346,17.93,13697.0
Morocco,2007,346,17.99,13697.0
Morocco,2008,346,17.8,13697.0
Morocco,2008,346,17.96,13697.0
Morocco,2009,346,18.56,13697.0
Morocco,2009,346,18.73,13697.0
Morocco,2010,346,18.83,13697.0
Morocco,2010,346,18.87,13697.0
Morocco,2011,346,18.53,13697.0
Morocco,2011,346,18.59,13697.0
Morocco,2012,346,18.24,13697.0
Morocco,2012,346,18.2,13697.0
Morocco,2013,346,18.79,13697.0
Morocco,2013,346,18.62,13697.0
Mozambique,1990,1032,21.51,102.26
Mozambique,1991,1032,21.77,102.26
Mozambique,1992,1032,22.6,102.26
Mozambique,1993,1032,22.04,102.26
Mozambique,1994,1032,21.35,102.26
Mozambique,1995,1032,21.89,72.19
Mozambique,1996,1032,21.53,65.85
Mozambique,1997,1032,21.54,60.63
Mozambique,1998,1032,22.22,51.98
Mozambique,1999,1032,22.19,43.34
Mozambique,2000,1032,21.51,34.69
Mozambique,2001,1032,21.94,26.05
Mozambique,2002,1032,21.96,17.4
Mozambique,2004,1032,21.89,572.99
Mozambique,2005,1032,22.27,770.88
Mozambique,2006,1032,21.68,891.54
Mozambique,2007,1032,21.91,547.31
Mozambique,2008,1032,21.76,890.47
Mozambique,2009,1032,21.7,914.92
Mozambique,2010,1032,22.1,1187.1
Mozambique,2011,1032,21.69,766.93
Mozambique,2012,1032,21.92,766.93
Mozambique,2013,1032,21.37,766.93
Namibia,1990,285,20.4,42.0
Namibia,1991,285,19.92,39.0
Namibia,1992,285,20.36,48.0
Namibia,1993,285,20.43,56.0
Namibia,1994,285,20.14,56.0
Namibia,1995,285,20.76,56.0
Namibia,1996,285,19.79,56.0
Namibia,1997,285,19.97,56.0
Namibia,1998,285,20.83,56.0
Namibia,1999,285,20.62,56.0
Namibia,2000,285,20.26,56.0
Namibia,2001,285,20.37,56.0
Namibia,2002,285,20.76,56.0
Namibia,2004,285,21.01,56.0
Namibia,2005,285,20.46,56.0
Namibia,2006,285,19.42,56.0
Namibia,2007,285,20.49,56.0
Namibia,2008,285,20.18,56.0
Namibia,2009,285,20.02,56.0
Namibia,2010,285,20.62,56.0
Namibia,2011,285,19.26,56.0
Namibia,2012,285,20.11,56.0
Namibia,2013,285,20.73,56.0
Nepal,1990,1500,15.11,60.11
Nepal,1991,1500,14.94,60.11
Nepal,1992,1500,14.95,60.11
Nepal,1993,1500,15.16,60.11
Nepal,1994,1500,15.3,60.11
Nepal,1995,1500,15.3,60.11
Nepal,1996,1500,15.37,70.43
Nepal,1997,1500,14.5,80.75
Nepal,1998,1500,15.49,91.07
Nepal,1999,1500,15.78,101.39
Nepal,2000,1500,15.13,111.72
Nepal,2001,1500,15.41,122.04
Nepal,2002,1500,15.44,132.36
Nepal,2004,1500,15.36,153.0
Nepal,2005,1500,15.53,127.99
Nepal,2006,1500,15.92,128.73
Nepal,2007,1500,15.54,344.06
Nepal,2008,1500,15.27,353.43
Nepal,2009,1500,15.91,209.52
Nepal,2010,1500,15.96,332.01
Nepal,2011,1500,15.12,342.92
Nepal,2012,1500,15.2,410.32
Nepal,2013,1500,15.79,454.53
Netherlands,1990,778,10.63,9729.0
Netherlands,1991,778,9.32,9338.0
Netherlands,1992,778,10.39,9030.0
Netherlands,1993,778,9.47,10505.0
Netherlands,1994,778,10.45,8646.0
Netherlands,1995,778,10.25,12601.0
Netherlands,1996,778,8.32,8923.0
Netherlands,1997,778,10.03,10568.0
Netherlands,1998,778,10.18,11762.0
Netherlands,1999,778,10.74,11152.0
Netherlands,2000,778,10.75,11382.84
Netherlands,2001,778,10.24,9424.73
Netherlands,2002,778,10.64,9700.44
Netherlands,2004,778,10.27,10655.4
Netherlands,2005,778,10.48,10703.85
Netherlands,2006,778,10.97,10461.35
Netherlands,2007,778,11.04,12073.15
Netherlands,2008,778,10.42,10777.08
Netherlands,2009,778,10.33,9857.2
Netherlands,2010,778,8.84,9586.03
Netherlands,2011,778,10.73,10953.91
Netherlands,2012,778,10.08,11348.39
Netherlands,2013,778,9.54,10720.17
New Zealand,1990,1732,13.64,3490.0
New Zealand,1991,1732,12.82,3490.0
New Zealand,1992,1732,12.14,3490.0
New Zealand,1993,1732,12.35,3489.0
New Zealand,1994,1732,12.89,3515.0
New Zealand,1995,1732,13.15,3904.0
New Zealand,1996,1732,13.07,3499.0
New Zealand,1997,1732,12.77,3249.0
New Zealand,1998,1732,13.97,3055.16
New Zealand,1999,1732,13.87,2535.3
New Zealand,2000,1732,13.4,3634.3
New Zealand,2001,1732,13.58,3333.2
New Zealand,2002,1732,13.28,4170.0
New Zealand,2004,1732,12.76,4050.0
New Zealand,2005,1732,13.63,4058.0
New Zealand,2006,1732,13.04,4388.0
New Zealand,2007,1732,13.44,4939.0
New Zealand,2008,1732,13.55,5857.0
New Zealand,2009,1732,12.84,5086.0
New Zealand,2010,1732,13.54,5086.0
New Zealand,2011,1732,13.46,5086.0
New Zealand,2012,1732,12.89,5086.0
New Zealand,2013,1732,13.57,5086.0
Nicaragua,1990,2280,27.03,575.0
Nicaragua,1991,2280,27.04,575.0
Nicaragua,1992,2280,27.16,575.0
Nicaragua,1993,2280,27.05,977.0
Nicaragua,1994,2280,27.26,799.0
Nicaragua,1995,2280,27.2,876.0
Nicaragua,1996,2280,26.76,2041.7
Nicaragua,1997,2280,27.43,3207.4
Nicaragua,1998,2280,27.83,4373.1
Nicaragua,1999,2280,26.82,4097.16
Nicaragua,2000,2280,26.73,3925.63
Nicaragua,2001,2280,26.78,3603.5
Nicaragua,2002,2280,27.0,5715.36
Nicaragua,2004,2280,27.22,4581.73
Nicaragua,2005,2280,27.2,9391.92
Nicaragua,2006,2280,27.35,6889.26
Nicaragua,2007,2280,27.23,9850.26
Nicaragua,2008,2280,26.75,10173.91
Nicaragua,2009,2280,27.23,9387.95
Nicaragua,2010,2280,27.01,12242.19
Nicaragua,2011,2280,26.94,4932.05
Nicaragua,2012,2280,26.91,4413.82
Nicaragua,2013,2280,27.26,4413.82
Niger,1990,151,29.71,62.0
Niger,1991,151,29.4,62.0
Niger,1992,151,28.99,62.0
Niger,1993,151,29.64,62.0
Niger,1994,151,29.05,62.0
Niger,1995,151,29.56,62.0
Niger,1996,151,29.71,22.0
Niger,1997,151,29.73,34.0
Niger,1998,151,29.97,36.0
Niger,1999,151,29.65,26.0
Niger,2000,151,29.43,62.0
Niger,2001,151,29.46,31.0
Niger,2002,151,29.71,29.44
Niger,2004,151,29.8,26.31
Niger,2005,151,30.02,24.75
Niger,2006,151,29.78,21.12
Niger,2007,151,29.85,30.57
Niger,2008,151,29.3,12.04
Niger,2009,151,30.32,7.32
Niger,2010,151,30.32,11.49
Niger,2011,151,30.1,10.59
Niger,2012,151,29.61,21.37
Niger,2013,151,30.42,21.37
Norway,1990,1414,4.55,1183.0
Norway,1991,1414,3.4,760.0
Norway,1992,1414,3.83,767.9
Norway,1993,1414,2.72,749.0
Norway,1994,1414,2.74,848.0
Norway,1995,1414,3.08,913.14
Norway,1996,1414,1.88,698.25
Norway,1997,1414,3.87,735.43
Norway,1998,1414,3.06,934.02
Norway,1999,1414,3.73,802.02
Norway,2000,1414,4.52,348.24
Norway,2001,1414,2.68,512.66
Norway,2002,1414,3.57,799.19
Norway,2004,1414,3.79,827.45
Norway,2005,1414,4.26,518.94
Norway,2006,1414,4.43,696.34
Norway,2007,1414,3.96,722.07
Norway,2008,1414,4.16,800.9
Norway,2009,1414,3.31,534.56
Norway,2010,1414,1.3,698.98
Norway,2011,1414,4.14,823.96
Norway,2012,1414,3.09,813.93
Norway,2013,1414,3.5,761.97
Pakistan,1990,494,24.81,5299.0
Pakistan,1990,494,23.14,5299.0
Pakistan,1990,494,27.0,5299.0
Pakistan,1990,494,23.14,5299.0
Pakistan,1990,494,26.39,5299.0
Pakistan,1990,494,24.81,5299.0
Pakistan,1990,494,26.23,5299.0
Pakistan,1990,494,19.36,5299.0
Pakistan,1990,494,23.14,5299.0
Pakistan,1991,494,24.38,5962.0
Pakistan,1991,494,22.48,5962.0
Pakistan,1991,494,26.98,5962.0
Pakistan,1991,494,22.48,5962.0
Pakistan,1991,494,26.34,5962.0
Pakistan,1991,494,24.38,5962.0
Pakistan,1991,494,25.87,5962.0
Pakistan,1991,494,18.48,5962.0
Pakistan,1991,494,22.48,5962.0
Pakistan,1992,494,24.31,5518.0
Pakistan,1992,494,22.36,5518.0
Pakistan,1992,494,26.91,5518.0
Pakistan,1992,494,22.36,5518.0
Pakistan,1992,494,26.36,5518.0
Pakistan,1992,494,24.31,5518.0
Pakistan,1992,494,25.71,5518.0
Pakistan,1992,494,18.34,5518.0
Pakistan,1992,494,22.36,5518.0
Pakistan,1993,494,25.04,4945.0
Pakistan,1993,494,23.08,4945.0
Pakistan,1993,494,27.72,4945.0
Pakistan,1993,494,23.08,4945.0
Pakistan,1993,494,27.25,4945.0
Pakistan,1993,494,25.04,4945.0
Pakistan,1993,494,26.51,4945.0
Pakistan,1993,494,18.91,4945.0
Pakistan,1993,494,23.08,4945.0
Pakistan,1994,494,24.78,6183.0
Pakistan,1994,494,22.93,6183.0
Pakistan,1994,494,26.87,6183.0
Pakistan,1994,494,22.93,6183.0
Pakistan,1994,494,26.36,6183.0
Pakistan,1994,494,24.78,6183.0
Pakistan,1994,494,26.13,6183.0
Pakistan,1994,494,18.78,6183.0
Pakistan,1994,494,22.93,6183.0
Pakistan,1995,494,24.58,7681.0
Pakistan,1995,494,22.61,7681.0
Pakistan,1995,494,27.11,7681.0
Pakistan,1995,494,22.61,7681.0
Pakistan,1995,494,26.63,7681.0
Pakistan,1995,494,24.58,7681.0
Pakistan,1995,494,26.09,7681.0
Pakistan,1995,494,18.68,7681.0
Pakistan,1995,494,22.61,7681.0
Pakistan,1996,494,24.43,11955.0
Pakistan,1996,494,22.61,11955.0
Pakistan,1996,494,27.17,11955.0
Pakistan,1996,494,22.61,11955.0
Pakistan,1996,494,26.5,11955.0
Pakistan,1996,494,24.43,11955.0
Pakistan,1996,494,25.92,11955.0
Pakistan,1996,494,18.72,11955.0
Pakistan,1996,494,22.61,11955.0
Pakistan,1997,494,23.76,16936.0
Pakistan,1997,494,22.14,16936.0
Pakistan,1997,494,26.82,16936.0
Pakistan,1997,494,22.14,16936.0
Pakistan,1997,494,26.29,16936.0
Pakistan,1997,494,23.76,16936.0
Pakistan,1997,494,25.16,16936.0
Pakistan,1997,494,18.62,16936.0
Pakistan,1997,494,22.14,16936.0
Pakistan,1998,494,24.91,18406.0
Pakistan,1998,494,23.11,18406.0
Pakistan,1998,494,27.89,18406.0
Pakistan,1998,494,23.11,18406.0
Pakistan,1998,494,27.36,18406.0
Pakistan,1998,494,24.91,18406.0
Pakistan,1998,494,26.41,18406.0
Pakistan,1998,494,19.15,18406.0
Pakistan,1998,494,23.11,18406.0
Pakistan,1999,494,25.5,20450.0
Pakistan,1999,494,23.8,20450.0
Pakistan,1999,494,27.54,20450.0
Pakistan,1999,494,23.8,20450.0
Pakistan,1999,494,27.14,20450.0
Pakistan,1999,494,25.5,20450.0
Pakistan,1999,494,26.8,20450.0
Pakistan,1999,494,19.84,20450.0
Pakistan,1999,494,23.8,20450.0
Pakistan,2000,494,25.32,27885.0
Pakistan,2000,494,23.6,27885.0
Pakistan,2000,494,27.73,27885.0
Pakistan,2000,494,23.6,27885.0
Pakistan,2000,494,27.12,27885.0
Pakistan,2000,494,25.32,27885.0
Pakistan,2000,494,26.71,27885.0
Pakistan,2000,494,19.68,27885.0
Pakistan,2000,494,23.6,27885.0
Pakistan,2001,494,25.18,11871.0
Pakistan,2001,494,23.62,11871.0
Pakistan,2001,494,27.7,11871.0
Pakistan,2001,494,23.62,11871.0
Pakistan,2001,494,27.28,11871.0
Pakistan,2001,494,25.18,11871.0
Pakistan,2001,494,26.5,11871.0
Pakistan,2001,494,19.79,11871.0
Pakistan,2001,494,23.62,11871.0
Pakistan,2002,494,25.61,10881.83
Pakistan,2002,494,23.83,10881.83
Pakistan,2002,494,27.88,10881.83
Pakistan,2002,494,23.83,10881.83
Pakistan,2002,494,27.2,10881.83
Pakistan,2002,494,25.61,10881.83
Pakistan,2002,494,27.0,10881.83
Pakistan,2002,494,19.7,10881.83
Pakistan,2002,494,23.83,10881.83
Pakistan,2004,494,25.55,8903.48
Pakistan,2004,494,23.78,8903.48
Pakistan,2004,494,27.94,8903.48
Pakistan,2004,494,23.78,8903.48
Pakistan,2004,494,27.5,8903.48
Pakistan,2004,494,25.55,8903.48
Pakistan,2004,494,26.96,8903.48
Pakistan,2004,494,19.93,8903.48
Pakistan,2004,494,23.78,8903.48
Pakistan,2005,494,24.66,7914.31
Pakistan,2005,494,22.8,7914.31
Pakistan,2005,494,27.21,7914.31
Pakistan,2005,494,22.8,7914.31
Pakistan,2005,494,26.8,7914.31
Pakistan,2005,494,24.66,7914.31
Pakistan,2005,494,26.04,7914.31
Pakistan,2005,494,18.75,7914.31
Pakistan,2005,494,22.8,7914.31
Pakistan,2006,494,25.17,6925.13
Pakistan,2006,494,23.28,6925.13
Pakistan,2006,494,27.29,6925.13
Pakistan,2006,494,23.28,6925.13
Pakistan,2006,494,26.73,6925.13
Pakistan,2006,494,25.17,6925.13
Pakistan,2006,494,26.46,6925.13
Pakistan,2006,494,19.53,6925.13
Pakistan,2006,494,23.28,6925.13
Pakistan,2007,494,25.16,5935.96
Pakistan,2007,494,23.33,5935.96
Pakistan,2007,494,27.69,5935.96
Pakistan,2007,494,23.33,5935.96
Pakistan,2007,494,27.21,5935.96
Pakistan,2007,494,25.16,5935.96
Pakistan,2007,494,26.53,5935.96
Pakistan,2007,494,19.5,5935.96
Pakistan,2007,494,23.33,5935.96
Pakistan,2008,494,24.89,4946.79
Pakistan,2008,494,23.21,4946.79
Pakistan,2008,494,27.23,4946.79
Pakistan,2008,494,23.21,4946.79
Pakistan,2008,494,26.74,4946.79
Pakistan,2008,494,24.89,4946.79
Pakistan,2008,494,26.33,4946.79
Pakistan,2008,494,19.34,4946.79
Pakistan,2008,494,23.21,4946.79
Pakistan,2009,494,25.37,3957.61
Pakistan,2009,494,23.62,3957.61
Pakistan,2009,494,27.88,3957.61
Pakistan,2009,494,23.62,3957.61
Pakistan,2009,494,27.41,3957.61
Pakistan,2009,494,25.37,3957.61
Pakistan,2009,494,26.68,3957.61
Pakistan,2009,494,19.3,3957.61
Pakistan,2009,494,23.62,3957.61
Pakistan,2010,494,25.48,2968.44
Pakistan,2010,494,23.75,2968.44
Pakistan,2010,494,28.0,2968.44
Pakistan,2010,494,23.75,2968.44
Pakistan,2010,494,27.45,2968.44
Pakistan,2010,494,25.48,2968.44
Pakistan,2010,494,26.79,2968.44
Pakistan,2010,494,19.52,2968.44
Pakistan,2010,494,23.75,2968.44
Pakistan,2011,494,24.98,1979.27
Pakistan,2011,494,23.36,1979.27
Pakistan,2011,494,27.41,1979.27
Pakistan,2011,494,23.36,1979.27
Pakistan,2011,494,27.02,1979.27
Pakistan,2011,494,24.98,1979.27
Pakistan,2011,494,26.32,1979.27
Pakistan,2011,494,19.53,1979.27
Pakistan,2011,494,23.36,1979.27
Pakistan,2012,494,24.87,990.09
Pakistan,2012,494,23.1,990.09
Pakistan,2012,494,27.23,990.09
Pakistan,2012,494,23.1,990.09
Pakistan,2012,494,26.75,990.09
Pakistan,2012,494,24.87,990.09
Pakistan,2012,494,26.11,990.09
Pakistan,2012,494,18.74,990.09
Pakistan,2012,494,23.1,990.09
Pakistan,2013,494,25.95,0.92
Pakistan,2013,494,24.27,0.92
Pakistan,2013,494,27.9,0.92
Pakistan,2013,494,24.27,0.92
Pakistan,2013,494,27.21,0.92
Pakistan,2013,494,25.95,0.92
Pakistan,2013,494,27.38,0.92
Pakistan,2013,494,19.98,0.92
Pakistan,2013,494,24.27,0.92
Papua New Guinea,1990,3142,25.27,121.0
Papua New Guinea,1991,3142,25.04,121.0
Papua New Guinea,1992,3142,25.3,121.0
Papua New Guinea,1993,3142,25.02,172.0
Papua New Guinea,1994,3142,25.07,176.0
Papua New Guinea,1995,3142,25.44,105.0
Papua New Guinea,1996,3142,25.41,105.0
Papua New Guinea,1997,3142,24.86,105.0
Papua New Guinea,1998,3142,26.05,105.0
Papua New Guinea,1999,3142,25.38,105.0
Papua New Guinea,2000,3142,25.4,105.0
Papua New Guinea,2001,3142,25.43,105.0
Papua New Guinea,2002,3142,25.48,105.0
Papua New Guinea,2004,3142,25.23,105.0
Papua New Guinea,2005,3142,25.51,105.0
Papua New Guinea,2006,3142,25.04,105.0
Papua New Guinea,2007,3142,25.2,105.0
Papua New Guinea,2008,3142,25.17,105.0
Papua New Guinea,2009,3142,25.08,105.0
Papua New Guinea,2010,3142,25.74,105.0
Papua New Guinea,2011,3142,25.17,105.0
Papua New Guinea,2012,3142,25.14,105.0
Papua New Guinea,2013,3142,25.44,105.0
Peru,1990,1738,16.84,3134.0
Peru,1991,1738,17.15,3134.0
Peru,1992,1738,17.96,3134.0
Peru,1993,1738,17.56,3134.0
Peru,1994,1738,17.31,3134.0
Peru,1995,1738,17.26,3134.0
Peru,1996,1738,16.45,3755.0
Peru,1997,1738,18.62,4307.0
Peru,1998,1738,18.13,4374.0
Peru,1999,1738,16.65,4029.0
Peru,2000,1738,17.02,5175.0
Peru,2001,1738,16.95,8414.17
Peru,2002,1738,17.44,8322.88
Peru,2004,1738,17.29,8941.22
Peru,2005,1738,17.02,10227.74
Peru,2006,1738,17.61,12074.5
Peru,2007,1738,16.68,9011.14
Peru,2008,1738,17.34,12598.66
Peru,2009,1738,17.4,11531.33
Peru,2010,1738,16.97,15590.54
Peru,2011,1738,17.03,15436.91
Peru,2012,1738,17.68,18885.82
Peru,2013,1738,17.0,17942.97
Poland,1990,600,9.2,5422.0
Poland,1991,600,7.9,5422.0
Poland,1992,600,8.65,7363.0
Poland,1993,600,7.67,8825.0
Poland,1994,600,8.78,9330.0
Poland,1995,600,8.16,7136.0
Poland,1996,600,6.71,9824.0
Poland,1997,600,7.81,9501.0
Poland,1998,600,8.17,8699.0
Poland,1999,600,8.96,8466.0
Poland,2000,600,9.56,8848.0
Poland,2001,600,8.26,8855.0
Poland,2002,600,9.14,10358.0
Poland,2004,600,8.33,8726.0
Poland,2005,600,8.43,16039.0
Poland,2006,600,8.64,17101.0
Poland,2007,600,9.32,18721.0
Poland,2008,600,9.51,20611.02
Poland,2009,600,8.5,18493.03
Poland,2010,600,7.67,19449.02
Poland,2011,600,8.84,21779.27
Poland,2012,600,8.48,21885.99
Poland,2013,600,9.32,22204.46
Portugal,1990,854,16.55,9357.0
Portugal,1991,854,16.09,9357.0
Portugal,1992,854,15.95,6117.0
Portugal,1993,854,15.33,8985.0
Portugal,1994,854,16.12,9580.0
Portugal,1995,854,17.23,11815.0
Portugal,1996,854,16.12,12457.0
Portugal,1997,854,17.1,12750.0
Portugal,1998,854,16.4,14389.0
Portugal,1999,854,16.09,15411.0
Portugal,2000,854,16.23,15470.0
Portugal,2001,854,16.2,15503.0
Portugal,2002,854,16.19,17452.0
Portugal,2004,854,16.31,16942.0
Portugal,2005,854,16.43,16353.0
Portugal,2006,854,16.84,15702.0
Portugal,2007,854,16.11,16682.39
Portugal,2008,854,16.12,17080.26
Portugal,2009,854,16.84,13984.91
Portugal,2010,854,16.5,13774.18
Portugal,2011,854,16.91,14024.98
Portugal,2012,854,16.24,12444.24
Portugal,2013,854,16.77,10126.8
Qatar,1990,74,27.38,3.0
Qatar,1991,74,26.77,3.0
Qatar,1992,74,26.22,3.0
Qatar,1993,74,27.1,3.0
Qatar,1994,74,27.59,3.0
Qatar,1995,74,27.16,4.0
Qatar,1996,74,27.66,6.0
Qatar,1997,74,27.23,21.5
Qatar,1998,74,28.48,37.0
Qatar,1999,74,28.62,52.5
Qatar,2000,74,28.06,68.0
Qatar,2001,74,28.36,68.0
Qatar,2002,74,28.25,68.0
Qatar,2004,74,28.2,68.0
Qatar,2005,74,28.09,68.0
Qatar,2006,74,28.12,68.0
Qatar,2007,74,28.23,68.0
Qatar,2008,74,27.92,68.0
Qatar,2009,74,28.17,68.0
Qatar,2010,74,28.93,68.0
Qatar,2011,74,28.23,68.0
Qatar,2012,74,28.54,68.0
Qatar,2013,74,28.68,68.0
Romania,1990,637,12.26,25255.0
Romania,1991,637,10.55,19898.0
Romania,1992,637,11.55,15134.0
Romania,1993,637,10.78,24252.0
Romania,1994,637,12.7,21811.0
Romania,1995,637,11.21,20113.0
Romania,1996,637,10.71,17425.0
Romania,1997,637,10.46,15349.0
Romania,1998,637,11.37,13979.0
Romania,1999,637,12.34,11280.0
Romania,2000,637,12.44,9427.4
Romania,2001,637,11.9,7871.1
Romania,2002,637,12.24,7875.7
Romania,2004,637,11.63,6778.2
Romania,2005,637,11.25,7565.7
Romania,2006,637,11.63,6733.2
Romania,2007,637,12.99,6314.0
Romania,2008,637,12.5,7193.7
Romania,2009,637,12.47,6548.7
Romania,2010,637,11.94,7249.2
Romania,2011,637,11.26,6582.9
Romania,2012,637,12.33,6418.7
Romania,2013,637,13.94,6947.9
Rwanda,1990,1212,19.39,157.0
Rwanda,1991,1212,19.22,107.0
Rwanda,1992,1212,19.54,97.0
Rwanda,1993,1212,19.53,127.4
